epoch,train_loss,val_loss,accuracy,lr,time_seconds
1,5.420504006280392,4.933321990514461,31.352151609304528,0.00044336277643684823,9486.939969301224
2,4.673421160870574,4.66370292426098,39.03175580761366,0.0003135048257441906,9442.266490221024
3,4.510871474274013,4.523666223518462,41.2099055407525,0.00025597561832447417,9474.41767525673
4,4.41801079654474,4.440853966083451,42.54955324748701,0.00022168138821842412,9493.977595090866
5,4.351329852640094,4.376485318534459,43.54511507371528,0.00019827786136116692,9523.479192018509
